"municipio";"populacao"
"354765 Santa Salete";1511
"354720 Santana da Ponte Pensa";1594
"354730 Santana de Parnaíba";124177
"354770 Santo Anastácio";20939
"354780 Santo André";704887
"354790 Santo Antônio da Alegria";6674
"354800 Santo Antônio de Posse";22138
"354805 Santo Antônio do Aracanguá";8090
"354810 Santo Antônio do Jardim";6029
"354820 Santo Antônio do Pinhal";6722
"354830 Santo Expedito";2981
"354840 Santópolis do Aguapeí";4562
"354850 Santos";431464
"354860 São Bento do Sapucaí";10797
"354870 São Bernardo do Campo";809250
"354880 São Caetano do Sul";156686
"354890 São Carlos";238598
"354900 São Francisco";2844
"354910 São João da Boa Vista";88217
"354920 São João das Duas Pontes";2602
"354925 São João de Iracema";1869
"354930 São João do Pau d'Alho";2133
"354940 São Joaquim da Barra";49586
"354950 São José da Bela Vista";8758
"354960 São José do Barreiro";4165
"354970 São José do Rio Pardo";53993
"354980 São José do Rio Preto";437599
"354990 São José dos Campos";680242
"354995 São Lourenço da Serra";15003
"355000 São Luís do Paraitinga";10671
"355010 São Manuel";40052
"355020 São Miguel Arcanjo";32553
"355030 São Paulo";11860285
"355040 São Pedro";33905
"355050 São Pedro do Turvo";7509
"355060 São Roque";85425
"355070 São Sebastião";81766
"355080 São Sebastião da Grama";12303
"355090 São Simão";14985
"355100 São Vicente";352115
"355110 Sarapuí";9721
"355120 Sarutaiá";3679
"355130 Sebastianópolis do Sul";3291
"355140 Serra Azul";12953
"355160 Serra Negra";28037
"355150 Serrana";42232
"355170 Sertãozinho";118714
"355180 Sete Barras";13105
"355190 Severínia";16617
"355200 Silveiras";6103
"355210 Socorro";39146
"355220 Sorocaba";636885
"355230 Sud Mennucci";7666
"355240 Sumaré";262267
"355255 Suzanápolis";3692
"355250 Suzano";282005
"355260 Tabapuã";11992
"355270 Tabatinga";15708
"355280 Taboão da Serra";268324
"355290 Taciba";6051
"355300 Taguaí";12349
"355310 Taiaçu";6156
"355320 Taiúva";5576
"355330 Tambaú";23077
"355340 Tanabi";25251
"355350 Tapiraí";8029
"355360 Tapiratiba";13013
"355365 Taquaral";2802
"355370 Taquaritinga";56174
"355380 Taquarituba";23017
"355385 Taquarivaí";5539
"355390 Tarabai";7088
"355395 Tarumã";14020
"355400 Tatuí";115339
"355410 Taubaté";298923
"355420 Tejupá";4750
"355430 Teodoro Sampaio";22478
"355440 Terra Roxa";9014
"355450 Tietê";39714
"355460 Timburi";2687
"355465 Torre de Pedra";2357
"355470 Torrinha";9766
"355475 Trabiju";1647
"355480 Tremembé";44355
"355490 Três Fronteiras";5673
"355495 Tuiuti";6448
"355500 Tupã";65276
"355510 Tupi Paulista";15020
"355520 Turiúba";1995
"355530 Turmalina";1892
"355535 Ubarana";5824
"355540 Ubatuba";85316
"355550 Ubirajara";4647
"355560 Uchoa";9891
"355570 União Paulista";1732
"355580 Urânia";9083
"355590 Uru";1229
"355600 Urupês";13384
"355610 Valentim Gentil";12224
"355620 Valinhos";118402
"355630 Valparaíso";24654
"355635 Vargem";9708
"355640 Vargem Grande do Sul";41427
"355645 Vargem Grande Paulista";47934
"355650 Várzea Paulista";115239
"355660 Vera Cruz";10951
"355670 Vinhedo";71381
"355680 Viradouro";18260
"355690 Vista Alegre do Alto";7852
"355695 Vitória Brasil";1808
"355700 Votorantim";116290
"355710 Votuporanga";90318
"355715 Zacarias";2541
"410010 Abatiá";7715
"410020 Adrianópolis";6245
"410030 Agudos do Sul";8848
"410040 Almirante Tamandaré";111164
"410045 Altamira do Paraná";3310
"412862 Alto Paraíso";3036
"410060 Alto Paraná";14304
"410070 Alto Piquiri";10141
"410050 Altônia";21425
"410080 Alvorada do Sul";10894
"410090 Amaporã";5863
"410100 Ampére";18315
"410105 Anahy";2874
"410110 Andirá";20584
"410115 Ângulo";2921
"410120 Antonina";19141
"410130 Antônio Olinto";7470
"410140 Apucarana";128485
"410150 Arapongas";113648
"410160 Arapoti";27141
"410165 Arapuã";3380
"410170 Araruna";13812
"410180 Araucária";131368
"410185 Ariranha do Ivaí";2328
"410190 Assaí";15991
"410200 Assis Chateaubriand";33554
"410210 Astorga";25598
"410220 Atalaia";3947
"410230 Balsa Nova";12151
"410240 Bandeirantes";32182
"410250 Barbosa Ferraz";12317
"410270 Barra do Jacaré";2782
"410260 Barracão";10082
"410275 Bela Vista da Caroba";3798
"410280 Bela Vista do Paraíso";15387
"410290 Bituruna";16329
"410300 Boa Esperança";4410
"410302 Boa Esperança do Iguaçu";2680
"410304 Boa Ventura de São Roque";6507
"410305 Boa Vista da Aparecida";7888
"410310 Bocaiúva do Sul";11974
"410315 Bom Jesus do Sul";3726
"410320 Bom Sucesso";6842
"410322 Bom Sucesso do Sul";3317
"410330 Borrazópolis";7398
"410335 Braganey";5663
"410337 Brasilândia do Sul";2998
"410340 Cafeara";2831
"410345 Cafelândia";16353
"410347 Cafezal do Sul";4229
"410350 Califórnia";8380
"410360 Cambará";24803
"410370 Cambé";102285
"410380 Cambira";7595
"410390 Campina da Lagoa";15040
"410395 Campina do Simão";4038
"410400 Campina Grande do Sul";41197
"410405 Campo Bonito";4203
"410410 Campo do Tenente";7578
"410420 Campo Largo";122203
"410425 Campo Magro";27096
"410430 Campo Mourão";91542
"410440 Cândido de Abreu";16118
"410442 Candói";15590
"410445 Cantagalo";13258
"410450 Capanema";18997
"410460 Capitão Leônidas Marques";15495
"410465 Carambeí";21254
"410470 Carlópolis";14130
"410480 Cascavel";308025
"410490 Castro";69776
"410500 Catanduvas";10310
"410510 Centenário do Sul";11155
"410520 Cerro Azul";17499
"410530 Céu Azul";11478
"410540 Chopinzinho";19711
"410550 Cianorte";76330
"410560 Cidade Gaúcha";11888
"410570 Clevelândia";17132
"410580 Colombo";228926
"410590 Colorado";23335
"410600 Congonhinhas";8609
"410610 Conselheiro Mairinck";3776
"410620 Contenda";17258
"410630 Corbélia";16829
"410640 Cornélio Procópio";47857
"410645 Coronel Domingos Soares";7386
"410650 Coronel Vivida";21544
"410655 Corumbataí do Sul";3701
"410680 Cruz Machado";18537
"410657 Cruzeiro do Iguaçu";4315
"410660 Cruzeiro do Oeste";20854
"410670 Cruzeiro do Sul";4572
"410685 Cruzmaltina";3104
"410690 Curitiba";1851472
"410700 Curiúva";14598
"410715 Diamante D'Oeste";5183
"410710 Diamante do Norte";5388
"410712 Diamante do Sul";3518
"410720 Dois Vizinhos";38553
"410725 Douradina";8103
"410730 Doutor Camargo";5960
"412863 Doutor Ulysses";5726
"410740 Enéas Marques";6109
"410750 Engenheiro Beltrão";14103
"410753 Entre Rios do Oeste";4240
"410752 Esperança Nova";1872
"410754 Espigão Alto do Iguaçu";4482
"410755 Farol";3342
"410760 Faxinal";16910
"410765 Fazenda Rio Grande";90770
"410770 Fênix";4838
"410773 Fernandes Pinheiro";5872
"410775 Figueira";8155
"410785 Flor da Serra do Sul";4733
"410780 Floraí";5053
"410790 Floresta";6370
"410800 Florestópolis";11050
"410810 Flórida";2636
"410820 Formosa do Oeste";7200
"410830 Foz do Iguaçu";260025
"410845 Foz do Jordão";5140
"410832 Francisco Alves";6325
"410840 Francisco Beltrão";85189
"410850 General Carneiro";13839
"410855 Godoy Moreira";3202
"410860 Goioerê";29283
"410865 Goioxim";7414
"410870 Grandes Rios";6254
"410880 Guaíra";32113
"410890 Guairaçá";6436
"410895 Guamiranga";8359
"410900 Guapirama";3895
"410910 Guaporema";2258
"410920 Guaraci";5354
"410930 Guaraniaçu";13813
"410940 Guarapuava";175504
"410950 Guaraqueçaba";7855
"410960 Guaratuba";34648
"410965 Honório Serpa";5693
"410970 Ibaiti";30289
"410975 Ibema";6260
"410980 Ibiporã";51544
"410990 Icaraíma";8525
"411000 Iguaraçu";4213
"411005 Iguatu";2269
"411007 Imbaú";12211
"411010 Imbituva";30587
"411020 Inácio Martins";11146
"411030 Inajá";3075
"411040 Indianópolis";4417
"411050 Ipiranga";14759
"411060 Iporã";14682
"411065 Iracema do Oeste";2479
"411070 Irati";58830
"411080 Iretama";10540
"411090 Itaguajé";4574
"411095 Itaipulândia";10076
"411100 Itambaracá";6756
"411110 Itambé";6102
"411120 Itapejara d'Oeste";11281
"411125 Itaperuçu";26343
"411130 Itaúna do Sul";3306
"411140 Ivaí";13428
"411150 Ivaiporã";32246
"411155 Ivaté";7894
"411160 Ivatuba";3153
"411170 Jaboti";5121
"411180 Jacarezinho";39671
"411190 Jaguapitã";12977
"411200 Jaguariaíva";33964
"411210 Jandaia do Sul";20896
"411220 Janiópolis";6037
"411230 Japira";4935
"411240 Japurá";9031
"411250 Jardim Alegre";12024
"411260 Jardim Olinda";1390
"411270 Jataizinho";12322
"411275 Jesuítas";8841
"411280 Joaquim Távora";11373
"411290 Jundiaí do Sul";3409
"411295 Juranda";7599
"411300 Jussara";6861
"411310 Kaloré";4377
"411320 Lapa";46860
"411325 Laranjal";6206
"411330 Laranjeiras do Sul";31690
"411340 Leópolis";4107
"411342 Lidianópolis";3724
"411345 Lindoeste";5093
"411350 Loanda";22270
"411360 Lobato";4621
"411370 Londrina";540044
"411373 Luiziana";7383
"411375 Lunardelli";5056
"411380 Lupionópolis";4788
"411390 Mallet";13452
"411400 Mamborê";13751
"411410 Mandaguaçu";21343
"411420 Mandaguari";33792
"411430 Mandirituba";24521
"411435 Manfrinópolis";2916
"411440 Mangueirinha";17091
"411450 Manoel Ribas";13463
"411460 Marechal Cândido Rondon";50046
"411470 Maria Helena";5899
"411480 Marialva";33878
"411490 Marilândia do Sul";8950
"411500 Marilena";7031
"411510 Mariluz";10391
"411520 Maringá";389529
"411530 Mariópolis";6489
"411535 Maripá";5712
"411540 Marmeleiro";14261
"411545 Marquinho";4755
"411550 Marumbi";4688
"411560 Matelândia";17081
"411570 Matinhos";32093
"411573 Mato Rico";3619
"411575 Mauá da Serra";9554
"411580 Medianeira";44218
"411585 Mercedes";5319
"411590 Mirador";2303
"411600 Miraselva";1858
"411605 Missal";10691
"411610 Moreira Sales";12532
"411620 Morretes";16197
"411630 Munhoz de Melo";3850
"411640 Nossa Senhora das Graças";4007
"411650 Nova Aliança do Ivaí";1496
"411660 Nova América da Colina";3503
"411670 Nova Aurora";11383
"411680 Nova Cantu";6570
"411690 Nova Esperança";27481
"411695 Nova Esperança do Sudoeste";5132
"411700 Nova Fátima";8241
"411705 Nova Laranjeiras";11800
"411710 Nova Londrina";13277
"411720 Nova Olímpia";5698
"411725 Nova Prata do Iguaçu";10568
"411721 Nova Santa Bárbara";4102
"411722 Nova Santa Rosa";7973
"411727 Nova Tebas";6708
"411729 Novo Itacolomi";2866
"411730 Ortigueira";23094
"411740 Ourizona";3439
"411745 Ouro Verde do Oeste";5890
"411750 Paiçandu";38697
"411760 Palmas";46942
"411770 Palmeira";33262
"411780 Palmital";14283
"411790 Palotina";30400
"411800 Paraíso do Norte";12812
"411810 Paranacity";10904
"411820 Paranaguá";148425
"411830 Paranapoema";3004
"411840 Paranavaí";85497
"411845 Pato Bragado";5224
"411850 Pato Branco";77819
"411860 Paula Freitas";5689
"411870 Paulo Frontin";7185
"411880 Peabiru";13940
"411885 Perobal";5947
"411890 Pérola";10775
"411900 Pérola d'Oeste";6653
"411910 Piên";12028
"411915 Pinhais";125143
"411925 Pinhal de São Bento";2701
"411920 Pinhalão";6333
"411930 Pinhão";31509
"411940 Piraí do Sul";24573
"411950 Piraquara";102864
"411960 Pitanga";31974
"411965 Pitangueiras";3026
"411970 Planaltina do Paraná";4215
"411980 Planalto";13729
"411990 Ponta Grossa";332800
"411995 Pontal do Paraná";23963
"412000 Porecatu";13785
"412010 Porto Amazonas";4712
"412015 Porto Barreiro";3516
"412020 Porto Rico";2571
"412030 Porto Vitória";4084
"412033 Prado Ferreira";3613
"412035 Pranchita";5483
"412040 Presidente Castelo Branco";5068
"412050 Primeiro de Maio";11081
"412060 Prudentópolis";50812
"412065 Quarto Centenário";4758
"412070 Quatiguá";7302
"412080 Quatro Barras";21710
"412085 Quatro Pontes";3939
"412090 Quedas do Iguaçu";32491
"412100 Querência do Norte";12070
"412110 Quinta do Sol";4918
"412120 Quitandinha";18146
"412125 Ramilândia";4320
"412130 Rancho Alegre";3934
"412135 Rancho Alegre D'Oeste";2794
"412140 Realeza";16779
"412150 Rebouças";14653
"412160 Renascença";6884
"412170 Reserva";26134
"412175 Reserva do Iguaçu";7699
"412180 Ribeirão Claro";10793
"412190 Ribeirão do Pinhal";13456
"412200 Rio Azul";14711
"412210 Rio Bom";3314
"412215 Rio Bonito do Iguaçu";13345
"412217 Rio Branco do Ivaí";4029
"412220 Rio Branco do Sul";31764
"412230 Rio Negro";32902
"412240 Rolândia";62357
"412250 Roncador";10921
"412260 Rondon";9350
"412265 Rosário do Ivaí";5296
"412270 Sabáudia";6487
"412280 Salgado Filho";4089
"412290 Salto do Itararé";5128
"412300 Salto do Lontra";14326
"412310 Santa Amélia";3634
"412320 Santa Cecília do Pavão";3549
"412330 Santa Cruz de Monte Castelo";8053
"412340 Santa Fé";11257
"412350 Santa Helena";25033
"412360 Santa Inês";1765
"412370 Santa Isabel do Ivaí";8770
"412380 Santa Izabel do Oeste";13953
"412382 Santa Lúcia";3944
"412385 Santa Maria do Oeste";10691
"412390 Santa Mariana";12260
"412395 Santa Mônica";3792
"412402 Santa Tereza do Oeste";10362
"412405 Santa Terezinha de Itaipu";22232
"412400 Santana do Itararé";5194
"412410 Santo Antônio da Platina";44635
"412420 Santo Antônio do Caiuá";2720
"412430 Santo Antônio do Paraíso";2301
"412440 Santo Antônio do Sudoeste";19666
"412450 Santo Inácio";5373
"412460 São Carlos do Ivaí";6656
"412470 São Jerônimo da Serra";11390
"412480 São João";10559
"412490 São João do Caiuá";5952
"412500 São João do Ivaí";11077
"412510 São João do Triunfo";14482
"412520 São Jorge d'Oeste";9171
"412530 São Jorge do Ivaí";5593
"412535 São Jorge do Patrocínio";5932
"412540 São José da Boa Vista";6449
"412545 São José das Palmeiras";3795
"412550 São José dos Pinhais";293269
"412555 São Manoel do Paraná";2149
"412560 São Mateus do Sul";43927
"412570 São Miguel do Iguaçu";26800
"412575 São Pedro do Iguaçu";6301
"412580 São Pedro do Ivaí";10640
"412590 São Pedro do Paraná";2440
"412600 São Sebastião da Amoreira";8822
"412610 São Tomé";5574
"412620 Sapopema";6811
"412625 Sarandi";90820
"412627 Saudade do Iguaçu";5292
"412630 Sengés";19023
"412635 Serranópolis do Iguaçu";4587
"412640 Sertaneja";5647
"412650 Sertanópolis";16136
"412660 Siqueira Campos";19792
"412665 Sulina";3250
"412667 Tamarana";13518
"412670 Tamboara";4917
"412680 Tapejara";15471
"412690 Tapira";5770
"412700 Teixeira Soares";11318
"412710 Telêmaco Borba";74671
"412720 Terra Boa";16534
"412730 Terra Rica";16083
"412740 Terra Roxa";17265
"412750 Tibagi";20080
"412760 Tijucas do Sul";15729
"412770 Toledo";130060
"412780 Tomazina";8504
"412785 Três Barras do Paraná";12051
"412788 Tunas do Paraná";7435
"412790 Tuneiras do Oeste";8735
"412795 Tupãssi";8131
"412796 Turvo";13852
"412800 Ubiratã";21558
"412810 Umuarama";106601
"412820 União da Vitória";55435
"412830 Uniflor";2555
"412840 Uraí";11530
"412853 Ventania";10934
"412855 Vera Cruz do Oeste";8873
"412860 Verê";7691
"412865 Virmond";4056
"412870 Vitorino";6729
"412850 Wenceslau Braz";19565
"412880 Xambrê";5932
"420005 Abdon Batista";2638
"420010 Abelardo Luz";17614
"420020 Agrolândia";10088
"420030 Agronômica";5127
"420040 Água Doce";7108
"420050 Águas de Chapecó";6332
"420055 Águas Frias";2430
"420060 Águas Mornas";6005
"420070 Alfredo Wagner";9774
"420075 Alto Bela Vista";1994
"420080 Anchieta";6059
"420090 Angelina";5102
"420100 Anita Garibaldi";8048
"420110 Anitápolis";3254
"420120 Antônio Carlos";7992
"420125 Apiúna";10199
"420127 Arabutã";4265
"420130 Araquari";30902
"420140 Araranguá";64918
"420150 Armazém";8231
"420160 Arroio Trinta";3556
"420165 Arvoredo";2273
"420170 Ascurra";7706
"420180 Atalanta";3291
"420190 Aurora";5660
"420195 Balneário Arroio do Silva";11209
"420205 Balneário Barra do Sul";9549
"420200 Balneário Camboriú";124151
"420207 Balneário Gaivota";9519
"421280 Balneário Piçarras";19908
"422000 Balneário Rincão";11792
"420208 Bandeirante";2833
"420209 Barra Bonita";1813
"420210 Barra Velha";25579
"420213 Bela Vista do Toldo";6207
"420215 Belmonte";2691
"420220 Benedito Novo";11013
"420230 Biguaçu";63272
"420240 Blumenau";333070
"420243 Bocaina do Sul";3402
"420250 Bom Jardim da Serra";4589
"420253 Bom Jesus";2762
"420257 Bom Jesus do Oeste";2160
"420260 Bom Retiro";9476
"420245 Bombinhas";16836
"420270 Botuverá";4853
"420280 Braço do Norte";31240
"420285 Braço do Trombudo";3613
"420287 Brunópolis";2688
"420290 Brusque";119346
"420300 Caçador";74871
"420310 Caibi";6243
"420315 Calmon";3401
"420320 Camboriú";72020
"420330 Campo Alegre";11959
"420340 Campo Belo do Sul";7348
"420350 Campo Erê";9087
"420360 Campos Novos";34634
"420370 Canelinha";11423
"420380 Canoinhas";53987
"420325 Capão Alto";2679
"420390 Capinzal";21879
"420395 Capivari de Baixo";23284
"420400 Catanduvas";10219
"420410 Caxambu do Sul";4114
"420415 Celso Ramos";2778
"420417 Cerro Negro";3413
"420419 Chapadão do Lageado";2889
"420420 Chapecó";201466
"420425 Cocal do Sul";15972
"420430 Concórdia";71915
"420435 Cordilheira Alta";4106
"420440 Coronel Freitas";10190
"420445 Coronel Martins";2521
"420455 Correia Pinto";14048
"420450 Corupá";14887
"420460 Criciúma";204174
"420470 Cunha Porã";10918
"420475 Cunhataí";1936
"420480 Curitibanos";38980
"420490 Descanso";8546
"420500 Dionísio Cerqueira";15252
"420510 Dona Emma";3938
"420515 Doutor Pedrinho";3803
"420517 Entre Rios";3128
"420519 Ermo";2075
"420520 Erval Velho";4385
"420530 Faxinal dos Guedes";10763
"420535 Flor do Sertão";1601
"420540 Florianópolis";460266
"420543 Formosa do Sul";2585
"420545 Forquilhinha";24627
"420550 Fraiburgo";35710
"420555 Frei Rogério";2299
"420560 Galvão";3295
"420570 Garopaba";20481
"420580 Garuva";16388
"420590 Gaspar";63659
"420600 Governador Celso Ramos";13769
"420610 Grão Pará";6433
"420620 Gravatal";11107
"420630 Guabiruba";20980
"420640 Guaraciaba";10417
"420650 Guaramirim";39746
"420660 Guarujá do Sul";5065
"420665 Guatambú";4734
"420670 Herval d'Oeste";22044
"420675 Ibiam";1969
"420680 Ibicaré";3329
"420690 Ibirama";18196
"420700 Içara";52145
"420710 Ilhota";13275
"420720 Imaruí";11106
"420730 Imbituba";42607
"420740 Imbuia";5971
"420750 Indaial";61778
"420757 Iomerê";2855
"420760 Ipira";4652
"420765 Iporã do Oeste";8741
"420768 Ipuaçu";7177
"420770 Ipumirim";7452
"420775 Iraceminha";4173
"420780 Irani";10011
"420785 Irati";2043
"420790 Irineópolis";10878
"420800 Itá";6373
"420810 Itaiópolis";21093
"420820 Itajaí";201001
"420830 Itapema";54812
"420840 Itapiranga";16176
"420845 Itapoá";17458
"420850 Ituporanga";23694
"420860 Jaborá";4033
"420870 Jacinto Machado";10623
"420880 Jaguaruna";18655
"420890 Jaraguá do Sul";159680
"420895 Jardinópolis";1698
"420900 Joaçaba";28636
"420910 Joinville";553186
"420915 José Boiteux";4938
"420917 Jupiá";2147
"420920 Lacerdópolis";2241
"420930 Lages";158556
"420940 Laguna";44217
"420945 Lajeado Grande";1476
"420950 Laurentino";6487
"420960 Lauro Muller";14888
"420970 Lebon Régis";12067
"420980 Leoberto Leal";3254
"420985 Lindóia do Sul";4651
"420990 Lontras";11170
"421000 Luiz Alves";11582
"421003 Luzerna";5690
"421005 Macieira";1821
"421010 Mafra";54895
"421020 Major Gercino";3382
"421030 Major Vieira";7823
"421040 Maracajá";6855
"421050 Maravilha";23928
"421055 Marema";2045
"421060 Massaranduba";15834
"421070 Matos Costa";2726
"421080 Meleiro";7082
"421085 Mirim Doce";2447
"421090 Modelo";4162
"421100 Mondaí";10977
"421105 Monte Carlo";9657
"421110 Monte Castelo";8307
"421120 Morro da Fumaça";17012
"421125 Morro Grande";2918
"421130 Navegantes";70327
"421140 Nova Erechim";4643
"421145 Nova Itaberaba";4341
"421150 Nova Trento";13342
"421160 Nova Veneza";14253
"421165 Novo Horizonte";2640
"421170 Orleans";22262
"421175 Otacílio Costa";17550
"421180 Ouro";7409
"421185 Ouro Verde";2268
"421187 Paial";1666
"421189 Painel";2378
"421190 Palhoça";153783
"421200 Palma Sola";7687
"421205 Palmeira";2507
"421210 Palmitos";16236
"421220 Papanduva";18795
"421223 Paraíso";3835
"421225 Passo de Torres";7655
"421227 Passos Maia";4344
"421230 Paulo Lopes";7108
"421240 Pedras Grandes";4095
"421250 Penha";28628
"421260 Peritiba";2928
"421265 Pescaria Brava";9739
"421270 Petrolândia";6106
"421290 Pinhalzinho";18244
"421300 Pinheiro Preto";3345
"421310 Piratuba";4421
"421315 Planalto Alegre";2771
"421320 Pomerode";30532
"421330 Ponte Alta";4847
"421335 Ponte Alta do Norte";3383
"421340 Ponte Serrada";11382
"421350 Porto Belo";18568
"421360 Porto União";34645
"421370 Pouso Redondo";16112
"421380 Praia Grande";7355
"421390 Presidente Castello Branco";1678
"421400 Presidente Getúlio";16163
"421410 Presidente Nereu";2306
"421415 Princesa";2857
"421420 Quilombo";10185
"421430 Rancho Queimado";2829
"421440 Rio das Antas";6220
"421450 Rio do Campo";6140
"421460 Rio do Oeste";7322
"421480 Rio do Sul";66167
"421470 Rio dos Cedros";10994
"421490 Rio Fortuna";4560
"421500 Rio Negrinho";41303
"421505 Rio Rufino";2479
"421507 Riqueza";4790
"421510 Rodeio";11301
"421520 Romelândia";5316
"421530 Salete";7559
"421535 Saltinho";3922
"421540 Salto Veloso";4525
"421545 Sangão";11499
"421550 Santa Cecília";16377
"421555 Santa Helena";2342
"421560 Santa Rosa de Lima";2118
"421565 Santa Rosa do Sul";8257
"421567 Santa Terezinha";8858
"421568 Santa Terezinha do Progresso";2717
"421569 Santiago do Sul";1389
"421570 Santo Amaro da Imperatriz";21515
"421580 São Bento do Sul";79770
"421575 São Bernardino";2591
"421590 São Bonifácio";2961
"421600 São Carlos";10823
"421605 São Cristovão do Sul";5295
"421610 São Domingos";9506
"421620 São Francisco do Sul";47406
"421630 São João Batista";31418
"421635 São João do Itaperiú";3599
"421625 São João do Oeste";6269
"421640 São João do Sul";7206
"421650 São Joaquim";25986
"421660 São José";227953
"421670 São José do Cedro";13876
"421680 São José do Cerrito";8930
"421690 São Lourenço do Oeste";22963
"421700 São Ludgero";12162
"421710 São Martinho";3226
"421715 São Miguel da Boa Vista";1888
"421720 São Miguel do Oeste";38484
"421725 São Pedro de Alcântara";5241
"421730 Saudades";9409
"421740 Schroeder";18121
"421750 Seara";17361
"421755 Serra Alta";3299
"421760 Siderópolis";13564
"421770 Sombrio";28518
"421775 Sul Brasil";2659
"421780 Taió";17921
"421790 Tangará";8751
"421795 Tigrinhos";1703
"421800 Tijucas";34526
"421810 Timbé do Sul";5376
"421820 Timbó";40402
"421825 Timbó Grande";7547
"421830 Três Barras";18803
"421835 Treviso";3737
"421840 Treze de Maio";7021
"421850 Treze Tílias";7060
"421860 Trombudo Central";6977
"421870 Tubarão";101872
"421875 Tunápolis";4637
"421880 Turvo";12425
"421885 União do Oeste";2731
"421890 Urubici";11035
"421895 Urupema";2498
"421900 Urussanga";20873
"421910 Vargeão";3583
"421915 Vargem";2708
"421917 Vargem Bonita";4705
"421920 Vidal Ramos";6382
"421930 Videira";50238
"421935 Vitor Meireles";5164
"421940 Witmarsum";3792
"421950 Xanxerê";47557
"421960 Xavantina";4089
"421970 Xaxim";27271
"421985 Zortéa";3183
"430003 Aceguá";4669
"430005 Água Santa";3776
"430010 Agudo";16798
"430020 Ajuricaba";7236
"430030 Alecrim";6641
"430040 Alegrete";76744
"430045 Alegria";3976
"430047 Almirante Tamandaré do Sul";2045
"430050 Alpestre";7335
"430055 Alto Alegre";1776
"430057 Alto Feliz";2985
"430060 Alvorada";204409
"430063 Amaral Ferrador";6726
"430064 Ametista do Sul";7445
"430066 André da Rocha";1282
"430070 Anta Gorda";6098
"430080 Antônio Prado";13077
"430085 Arambaré";3686
"430087 Araricá";5289
"430090 Aratiba";6494
"430100 Arroio do Meio";19896
"430107 Arroio do Padre";2853
"430105 Arroio do Sal";8860
"430120 Arroio do Tigre";13149
"430110 Arroio dos Ratos";14004
"430130 Arroio Grande";18604
"430140 Arvorezinha";10431
"430150 Augusto Pestana";6996
"430155 Áurea";3658
"430160 Bagé";120065
"430163 Balneário Pinhal";12405
"430165 Barão";5998
"430170 Barão de Cotegipe";6644
"430175 Barão do Triunfo";7307
"430185 Barra do Guarita";3195
"430187 Barra do Quaraí";4148
"430190 Barra do Ribeiro";13124
"430192 Barra do Rio Azul";1887
"430195 Barra Funda";2471
"430180 Barracão";5382
"430200 Barros Cassal";11290
"430205 Benjamin Constant do Sul";2195
"430210 Bento Gonçalves";112864
"430215 Boa Vista das Missões";2131
"430220 Boa Vista do Buricá";6711
"430222 Boa Vista do Cadeado";2482
"430223 Boa Vista do Incra";2532
"430225 Boa Vista do Sul";2811
"430230 Bom Jesus";11576
"430235 Bom Princípio";12929
"430237 Bom Progresso";2184
"430240 Bom Retiro do Sul";11984
"430245 Boqueirão do Leão";7779
"430250 Bossoroca";6695
"430258 Bozano";2191
"430260 Braga";3589
"430265 Brochier";4906
"430270 Butiá";20877
"430280 Caçapava do Sul";34048
"430290 Cacequi";13339
"430300 Cachoeira do Sul";84070
"430310 Cachoeirinha";124965
"430320 Cacique Doble";5011
"430330 Caibaté";4970
"430340 Caiçara";4984
"430350 Camaquã";65036
"430355 Camargo";2685
"430360 Cambará do Sul";6568
"430367 Campestre da Serra";3347
"430370 Campina das Missões";5902
"430380 Campinas do Sul";5546
"430390 Campo Bom";65829
"430400 Campo Novo";5090
"430410 Campos Borges";3457
"430420 Candelária";31047
"430430 Cândido Godói";6461
"430435 Candiota";9232
"430440 Canela";42236
"430450 Canguçu";55106
"430460 Canoas";337653
"430461 Canudos do Vale";1789
"430462 Capão Bonito do Sul";1730
"430463 Capão da Canoa";47404
"430465 Capão do Cipó";3382
"430466 Capão do Leão";25046
"430468 Capela de Santana";11238
"430469 Capitão";2720
"430467 Capivari do Sul";4276
"430471 Caraá";7821
"430470 Carazinho";61237
"430480 Carlos Barbosa";27539
"430485 Carlos Gomes";1524
"430490 Casca";8919
"430495 Caseiros";3128
"430500 Catuípe";9188
"430510 Caxias do Sul";473958
"430511 Centenário";2966
"430512 Cerrito";6338
"430513 Cerro Branco";4610
"430515 Cerro Grande";2398
"430517 Cerro Grande do Sul";11260
"430520 Cerro Largo";13816
"430530 Chapada";9437
"430535 Charqueadas";38150
"430537 Charrua";3426
"430540 Chiapetta";3963
"430543 Chuí";6334
"430544 Chuvisca";5221
"430545 Cidreira";14404
"430550 Ciríaco";4901
"430558 Colinas";2490
"430560 Colorado";3424
"430570 Condor";6716
"430580 Constantina";9934
"430583 Coqueiro Baixo";1534
"430585 Coqueiros do Sul";2418
"430587 Coronel Barros";2514
"430590 Coronel Bicaco";7650
"430593 Coronel Pilar";1702
"430595 Cotiporã";3934
"430597 Coxilha";2827
"430600 Crissiumal";13964
"430605 Cristal";7687
"430607 Cristal do Sul";2868
"430610 Cruz Alta";62425
"430613 Cruzaltense";2029
"430620 Cruzeiro do Sul";12036
"430630 David Canabarro";4762
"430632 Derrubadas";3056
"430635 Dezesseis de Novembro";2704
"430637 Dilermando de Aguiar";3076
"430640 Dois Irmãos";30149
"430642 Dois Irmãos das Missões";2124
"430645 Dois Lajeados";3370
"430650 Dom Feliciano";15004
